brand_encoded_scaled,category_encoded_scaled,log_reviews_scaled,log_wishlist_scaled,log_price_scaled,wishlist_review_ratio_scaled,popularity_score_scaled,average_rating_scaled,product_name,brand_name,default_category,average_rating,total_reviews,total_in_wishlist,price_numeric
0.5325905251210027,-1.645854655036943,0.8411076343027428,0.9165593514800293,0.39599133963400224,-0.14960061680496956,0.3960461017843115,-0.5588143241739785,Coffee & Coconut Scrub Travel Size BAG,Clabandco,Body Care,4.495588235294118,174,1010,169000
0.5325905251210027,-1.645854655036943,0.9229304633113612,1.1547008629989708,1.1886284313158493,0.3496573062571196,0.6464324791782342,-0.42336590785209693,Coffee & Coconut Scrub TUB,Clabandco,Body Care,4.530585106382979,205,1539,339000
0.5325905251210027,-1.645854655036943,0.5800238992824117,0.8143959062467978,1.0831195029055334,0.5361749875095669,0.1587339131610461,-0.6460858116089117,Coffee Scrub TUB,Clabandco,Body Care,4.473039215686274,103,843,309000
0.5325905251210027,-1.645854655036943,0.7898381395910913,0.8150659697062091,0.2525720788144153,-0.27582379231780074,0.27548600745423496,-0.6244926089111934,Coffee Scrub Travel Size BAG,Clabandco,Body Care,4.478618421052632,157,844,149000
0.5325905251210027,-0.25377270914334077,0.5074870728191025,-1.3629421051094588,0.8372914508688699,-1.7896223972955965,-0.14595244923354325,0.30887608087961327,Body Lotion,Clabandco,Face Serum,4.719780219780219,89,17,249000
0.5325905251210027,-1.645854655036943,0.4160158131373791,-0.773616136737749,0.39599133963400224,-1.6492622733468678,0.11981475625604561,0.3621794565537956,Body Wash,Clabandco,Body Care,4.733552631578947,74,50,169000
0.5325905251210027,-1.2978341685635424,1.8417571084946323,1.82121220428787,0.49282122663758476,-0.6658936303540568,1.4864820342696847,-0.2946675783520224,Carasun Solar Smart UV Tint Sun Cushion SPF 50+ PA++++,Carasun,Cushion,4.563837904526904,1285,5162,184000
0.5325905251210027,-1.2978341685635424,1.4837559007706709,1.1623651136877406,0.05167200440381452,-1.1176657906174636,1.1737661612862107,-0.08516458056362224,Carasun Solar Smart UV - Sun Cushion SPF 50+ PA++++ Refill,Carasun,Cushion,4.617968839427663,629,1560,124900
0.5325905251210027,1.416725625928982,2.8620697745267214,1.82121220428787,-2.06293012347863,-1.0284984318690487,2.230519569653766,0.04489052726291258,Carasun Solar Smart UV Protector SPF 45 PA++++ Sunscreen,Carasun,Sunscreen,4.651572199043451,9827,27319,19500
0.5325905251210027,1.416725625928982,0.8115871828978505,0.5616884416846564,0.35063061609864593,-0.8854420639514607,0.8455201826104132,0.2665398039453895,Maximal Glowing Kit,Carasun,Sunscreen,4.708841463414634,164,539,162400
0.5325905251210027,1.416725625928982,1.3586935553255004,1.0801885269244924,-0.21294876496547954,-1.0379747539471804,1.5850621068248452,0.5857140222366065,Healthy Matte UV Protector SPF 50+ PA++++,Carasun,Sunscreen,4.791309012875537,490,1349,99000
0.5325905251210027,1.2775174313396216,0.4092814444751928,0.12136328475791579,0.35063061609864593,-0.8645336105411222,0.45281738894857454,0.26678226348099776,Complete Bye Acne Kit,Carasun,Skin Care Set,4.7089041095890405,73,247,162400
0.5325905251210027,-1.2978341685635424,0.3668587549461417,0.3553483807187038,0.49282122663758476,-0.22934008921438018,0.2724728323042237,-0.08539057387398302,CARASUN  SOLAR SMART UV - SUN CUSHION  SPF 50+ PA++++,Carasun,Cushion,4.617910447761194,67,374,184000
0.5325905251210027,1.416725625928982,-1.4023266609236626,-0.7206926842091271,0.576322036775424,1.0926564270469015,-1.4084533819533085,-0.5417394679367113,Duo Healthy Matte 30ml,Carasun,Sunscreen,4.5,1,55,198000
0.5325905251210027,1.416725625928982,-1.4023266609236626,-1.1770519931596777,1.3713321618529972,1.0926564270469015,-0.15010634875507278,1.393410905620434,Duo Healthy Matte 70ml,Carasun,Sunscreen,5.0,1,24,398000
-1.534410140178063,0.859892847571541,-0.19929557099283582,-0.20624902153955918,0.5233506494881137,-0.002330586422038932,-0.9257148489974267,-0.9717728842827421,Clean EDT 100ml,Careso,Eau De Toilette,4.388888888888889,21,138,189000
-1.534410140178063,-1.645854655036943,0.67229852652153,0.6657310529501779,-0.903137150982307,-0.32217362235628344,0.34571541705412556,-0.3679159686072273,Raspberry Souffle,Careso,Body Care,4.544912142669814,124,648,54000
-1.534410140178063,-1.645854655036943,0.3285422075344415,0.14373254219108217,-0.903137150982307,-0.6466899594273775,-0.1141910610784761,-0.4440046005853375,Spring In New York,Careso,Body Care,4.525252525252526,62,257,54000
-1.534410140178063,-1.645854655036943,-1.4023266609236626,0.445801729400215,-0.11387114158537333,1.0926564270469015,-0.38711813930591094,0.10331065658233829,Boy Meets Girl,Careso,Body Care,4.666666666666667,1,439,108000
-1.534410140178063,-1.645854655036943,1.0642078148225635,1.2590943934728727,-0.903137150982307,0.1467590417854716,0.37702501902521735,-0.9306177982261594,French Vanilla,Careso,Body Care,4.399522451690764,272,1851,54000
-1.534410140178063,-0.25377270914334077,-0.13516119364882573,-0.05372891952986606,-0.3470651465914974,0.2818318970733155,0.40974390026678664,0.6580537636687173,Body Lotion - Velvet Rose,Careso,Face Serum,4.81,24,181,88000
-1.534410140178063,-1.645854655036943,0.4788105289847495,0.2881325163718999,-0.903137150982307,-0.6976551949749127,-0.4503110102356201,-1.0690319632332141,Wild Orchid,Careso,Body Care,4.3637592968221774,84,332,54000
-1.534410140178063,-1.1586259739741822,-0.8511496541374579,-0.9401169934236044,-0.674640200090977,-0.033488753471967975,-2.5168007967738446,-2.218869791686238,Fresh Discovery Set - 5 x 5ml,Careso,Eau De Parfum,4.066666666666666,5,37,66000
-1.534410140178063,-1.1586259739741822,-0.7738118060379683,-0.7962538964418383,-0.674640200090977,0.16935727283267293,-1.7949901926134164,-1.4018063006287762,Floral Discovery Set - 5 x 5ml,Careso,Eau De Parfum,4.277777777777778,6,48,66000
-1.534410140178063,-1.645854655036943,0.8382325379966626,0.8210611013894928,-0.903137150982307,-0.40493094194895646,0.2931218934825503,-0.6352916142700775,Velvet Rose,Careso,Body Care,4.475828197226503,173,853,54000
