brand_name,product_name,product_id,beauty_point_earned,price_range,price_by_combinations,url,active_date,default_category,categories,rating_types_str,average_rating,total_reviews,average_rating_by_types,total_recommended_count,total_repurchase_maybe_count,total_repurchase_no_count,total_repurchase_yes_count,total_in_wishlist,price_numeric
Bhumi,Multi Targeted All Natural Adoring Face Oil,24539,50,Rp 194.350 - Rp 263.350,"""30ml"": 263350; ""10ml"": 194350",https://www.sociolla.com/face-oil/15910-multi-targeted-all-natural-adoring-face-oil,2022-05-01T23:11:16.922Z,Face Oil,Skincare; Moisturizer; Face Oil,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.579545454545455,132,"""star_effectiveness"": 4.598484848484849; ""star_packaging"": 4.674242424242424; ""star_texture"": 4.681818181818182; ""star_value_for_money"": 4.363636363636363",128,25,12,95,801,228850
Bhumi,Glacier Water Calming Cleanser,101351,20,Rp 51.800 - Rp 112.700,"""100 ml"": 112700; ""30 ml"": 51800",https://www.sociolla.com/cleanser/73009-glacier-water-calming-cleanser,2023-01-02T07:25:00.960Z,Face Wash,Skincare; Cleanser; Face Wash,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.652777777777778,18,"""star_effectiveness"": 4.611111111111111; ""star_packaging"": 4.777777777777778; ""star_texture"": 4.722222222222222; ""star_value_for_money"": 4.5",18,4,1,13,153,82250
Bhumi,HPR Retinol Serum,81329,60,Rp 327.000,"""30 ml"": 327000",https://www.sociolla.com/face-serum/52987-hpr-retinol-serum,2022-12-22T08:23:17.522Z,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.6118421052631575,114,"""star_effectiveness"": 4.649122807017544; ""star_packaging"": 4.719298245614035; ""star_texture"": 4.728070175438597; ""star_value_for_money"": 4.350877192982456",112,26,5,83,1357,327000
Bhumi,Intensive Repair Barrier Serum,101352,30,Rp 194.500,"""30 ml"": 194500",https://www.sociolla.com/face-serum/73010-intensive-repair-barrier-serum,2023-01-02T07:28:04.921Z,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.875,6,"""star_effectiveness"": 4.833333333333333; ""star_packaging"": 4.833333333333333; ""star_texture"": 4.833333333333333; ""star_value_for_money"": 5",6,0,0,6,336,194500
Bhumi,Refill Pack Ceramide Hydra Lock Moisturizer,93240,40,Rp 201.500,"""Refill"": 201500",https://www.sociolla.com/face-gel/64898-refill-pack-ceramide-hydra-lock-moisturizer,2022-05-27T09:39:58.808Z,Face Cream,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.73,25,"""star_effectiveness"": 4.84; ""star_packaging"": 4.8; ""star_texture"": 4.64; ""star_value_for_money"": 4.64",24,5,0,20,164,201500
Bhumi,Skin Ready Hydrating Toner,86786,30,Rp 178.500,"""100 ml"": 178500",https://www.sociolla.com/toner/58444-skin-ready-hydrating-toner,,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.652777777777777,18,"""star_effectiveness"": 4.611111111111111; ""star_packaging"": 4.611111111111111; ""star_texture"": 4.833333333333333; ""star_value_for_money"": 4.555555555555555",16,6,1,11,202,178500
Bhumi,beneath! By Bhumi Cucumber Calming Gel Mask,90339,20,Rp 143.750,,https://www.sociolla.com/sleeping-mask/61997-beneath-by-bhumi-cucumber-calming-gel-mask,2022-06-30T08:30:13.831Z,Sleeping Mask,Skincare; Face Mask; Sleeping Mask,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.7142857142857135,7,"""star_effectiveness"": 4.714285714285714; ""star_packaging"": 4.857142857142857; ""star_texture"": 4.714285714285714; ""star_value_for_money"": 4.571428571428571",7,1,1,5,59,143750
Bhumi,Claire Vibrant Booster,97321,40,Rp 200.100,,https://www.sociolla.com/face-serum/68979-claire-vibrant-booster,2022-08-23T03:13:51.966Z,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.53125,16,"""star_effectiveness"": 4.3125; ""star_packaging"": 4.6875; ""star_texture"": 4.8125; ""star_value_for_money"": 4.3125",15,3,1,12,103,200100
Bhumi,beneath! By Bhumi Sugar Rush Exfoliating Serum,90335,20,Rp 105.800,"""20ml"": 105800",https://www.sociolla.com/face-serum/61993-beneath-by-bhumi-sugar-rush-exfoliating-serum,,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.722222222222221,18,"""star_effectiveness"": 4.611111111111111; ""star_packaging"": 4.722222222222222; ""star_texture"": 4.833333333333333; ""star_value_for_money"": 4.722222222222222",17,1,1,16,103,105800
Bhumi,beneath! By Bhumi Dear Doris Skin Prep Essence Toner,90337,20,Rp 140.300,"""100ml"": 140300",https://www.sociolla.com/toner/61995-beneath-by-bhumi-dear-doris-skin-prep-essence-toner,,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.84375,8,"""star_effectiveness"": 4.5; ""star_packaging"": 4.875; ""star_texture"": 5; ""star_value_for_money"": 5",7,2,0,6,145,140300
Bhumi,Luminight Exfoliating Serum,97320,40,Rp 241.500,,https://www.sociolla.com/face-serum/68978-luminight-exfoliating-serum,2022-08-23T03:13:30.565Z,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.750000000000001,17,"""star_effectiveness"": 4.764705882352941; ""star_packaging"": 4.9411764705882355; ""star_texture"": 4.647058823529412; ""star_value_for_money"": 4.647058823529412",16,0,1,16,294,241500
Bhumi,beneath! By Bhumi Very Berry Brightening Serum,90331,20,Rp 101.200,"""20ml"": 101200",https://www.sociolla.com/face-serum/61989-beneath-by-bhumi-very-berry-brightening-serum,,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.71875,8,"""star_effectiveness"": 4.5; ""star_packaging"": 4.875; ""star_texture"": 4.625; ""star_value_for_money"": 4.875",8,1,1,6,82,101200
Bies,Miss Viviane,92782,60,Rp 300.000,,https://www.sociolla.com/eau-de-parfum/64440-miss-viviane,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.904761904761905,4,"""star_long_wear"": 4.857142857142857; ""star_scent"": 5; ""star_value_for_money"": 4.857142857142857",7,0,0,7,61,300000
Bies,Viva La Dolce,87420,60,Rp 300.000,,https://www.sociolla.com/eau-de-parfum/59078-viva-la-dolce,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.317073170731708,38,"""star_long_wear"": 4.170731707317073; ""star_scent"": 4.341463414634147; ""star_value_for_money"": 4.439024390243903",36,8,6,27,640,300000
Bies,Cecile,92594,60,Rp 300.000,,https://www.sociolla.com/eau-de-parfum/64252-cecile,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.7407407407407405,6,"""star_long_wear"": 4.777777777777778; ""star_scent"": 4.555555555555555; ""star_value_for_money"": 4.888888888888889",9,2,2,5,226,300000
Bies,Bliss of Joy,92592,60,Rp 300.000,,https://www.sociolla.com/eau-de-parfum/64250-bliss-of-joy,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.481481481481482,5,"""star_long_wear"": 4.111111111111111; ""star_scent"": 4.777777777777778; ""star_value_for_money"": 4.555555555555555",9,2,0,7,122,300000
Bies,I Just Love It,87422,40,Rp 240.000,,https://www.sociolla.com/eau-de-parfum/59080-i-just-love-it,2022-12-29T13:58:13.813Z,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.567567567567568,33,"""star_long_wear"": 4.45945945945946; ""star_scent"": 4.648648648648648; ""star_value_for_money"": 4.594594594594595",35,6,3,28,480,240000
Bies,Blossom Garden EDP,87425,50,Rp 290.000,,https://www.sociolla.com/eau-de-parfum/59083-blossom,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.3580246913580245,24,"""star_long_wear"": 4.111111111111111; ""star_scent"": 4.62962962962963; ""star_value_for_money"": 4.333333333333333",24,9,4,14,531,290000
Bies,Wish,92593,60,Rp 300.000,,https://www.sociolla.com/body-fragrance/64251-wish,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.818181818181818,8,"""star_long_wear"": 4.818181818181818; ""star_scent"": 4.818181818181818; ""star_value_for_money"": 4.818181818181818",11,1,0,10,321,300000
Bies,Blossom Roses EDP,87442,50,Rp 290.000,,https://www.sociolla.com/default-category/59100-blossom,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.270833333333333,13,"""star_long_wear"": 4.5; ""star_scent"": 3.875; ""star_value_for_money"": 4.4375",11,2,4,10,333,290000
Bies,Blossom Roses Body Mist,87444,30,Rp 150.000,,https://www.sociolla.com/body-mist/59102-blossom,,Body Care,Fragrance; Body Fragrance; Body Mist,is_star_long_wear;is_star_scent;is_star_value_for_money,4.583333333333333,5,"""star_long_wear"": 4.375; ""star_scent"": 4.875; ""star_value_for_money"": 4.5",8,2,0,6,121,150000
Bies,Blossom Meadow EDP,87448,50,Rp 290.000,,https://www.sociolla.com/eau-de-parfum/59106-blossom,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.549019607843138,14,"""star_long_wear"": 4.294117647058823; ""star_scent"": 4.705882352941177; ""star_value_for_money"": 4.647058823529412",17,5,2,10,95,290000
Bies,Blossom Hills EDP,87451,50,Rp 290.000,,https://www.sociolla.com/eau-de-parfum/59109-blossom,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.621212121212121,19,"""star_long_wear"": 4.363636363636363; ""star_scent"": 4.818181818181818; ""star_value_for_money"": 4.681818181818182",22,6,0,16,387,290000
Bies,Blossom Hills Body Mist,87454,30,Rp 150.000,,https://www.sociolla.com/default-category/59112-blossom,,Body Care,Fragrance; Body Fragrance; Body Mist,is_star_long_wear;is_star_scent;is_star_value_for_money,4.523809523809524,4,"""star_long_wear"": 4.428571428571429; ""star_scent"": 4.714285714285714; ""star_value_for_money"": 4.428571428571429",6,0,1,6,64,150000
Bies,Blossom Avenue Body Mist,87447,30,Rp 150.000,,https://www.sociolla.com/body-mist/59105-blossom,,Body Care,Fragrance; Body Fragrance; Body Mist,is_star_long_wear;is_star_scent;is_star_value_for_money,4.291666666666667,5,"""star_long_wear"": 4.375; ""star_scent"": 4.125; ""star_value_for_money"": 4.375",7,0,2,6,81,150000
Bies,Love Elixir,87421,40,Rp 240.000,,https://www.sociolla.com/eau-de-parfum/59079-love-elixir,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.5681818181818175,41,"""star_long_wear"": 4.340909090909091; ""star_scent"": 4.840909090909091; ""star_value_for_money"": 4.5227272727272725",39,9,5,30,617,240000
Bies,Blossom Garden EDP Travel Size,87440,10,Rp 75.000,,https://www.sociolla.com/eau-de-parfum/59098-blossom,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.312222222222222,23,"""star_long_wear"": 3.96; ""star_scent"": 4.416666666666667; ""star_value_for_money"": 4.56",22,7,5,13,239,75000
Bies,Blossom Orchid EDP,87455,50,Rp 290.000,,https://www.sociolla.com/eau-de-parfum/59113-blossom,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.714285714285714,4,"""star_long_wear"": 4.428571428571429; ""star_scent"": 4.857142857142857; ""star_value_for_money"": 4.857142857142857",7,0,1,6,254,290000
Bies,Blossom Meadow EDP Travel Size,87449,10,Rp 75.000,,https://www.sociolla.com/eau-de-parfum/59107-b-lossom,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.246376811594203,20,"""star_long_wear"": 4; ""star_scent"": 4.3478260869565215; ""star_value_for_money"": 4.391304347826087",21,6,8,9,204,75000
Bies,Blossom Avenue EDP Travel Size,87446,10,Rp 75.000,,https://www.sociolla.com/eau-de-parfum/59104-blossom,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.555555555555555,9,"""star_long_wear"": 4.583333333333333; ""star_scent"": 4.583333333333333; ""star_value_for_money"": 4.5",11,4,0,8,163,75000
Bies,Blossom Orchid EDP Travel Size,87456,10,Rp 75.000,,https://www.sociolla.com/eau-de-parfum/59114-blossom,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.583333333333333,13,"""star_long_wear"": 4.625; ""star_scent"": 4.625; ""star_value_for_money"": 4.5",15,3,2,11,79,75000
Bies,Blossom Hills EDP Travel Size,87452,10,Rp 75.000,,https://www.sociolla.com/eau-de-parfum/59110-blossom,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.717948717948718,10,"""star_long_wear"": 4.461538461538462; ""star_scent"": 4.923076923076923; ""star_value_for_money"": 4.769230769230769",13,3,0,10,35,75000
Bies,Blossom Roses EDP Travel Size,87443,10,Rp 75.000,,https://www.sociolla.com/eau-de-parfum/59101-blossom,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.277777777777779,9,"""star_long_wear"": 4.5; ""star_scent"": 4.166666666666667; ""star_value_for_money"": 4.166666666666667",10,3,3,6,218,75000
Bies,Blossom Avenue EDP,87445,50,Rp 290.000,,https://www.sociolla.com/eau-de-parfum/59103-blossom,,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.846153846153846,11,"""star_long_wear"": 4.769230769230769; ""star_scent"": 4.846153846153846; ""star_value_for_money"": 4.923076923076923",13,2,0,11,333,290000
Bies,Blossom Meadow Body Mist,87450,30,Rp 150.000,,https://www.sociolla.com/body-mist/59108-blossom,,Body Care,Fragrance; Body Fragrance; Body Mist,is_star_long_wear;is_star_scent;is_star_value_for_money,4.444444444444445,3,"""star_long_wear"": 4.166666666666667; ""star_scent"": 4.666666666666667; ""star_value_for_money"": 4.5",5,1,1,4,81,150000
Biobeautylab,Acne Treatment Face Oil,83514,60,Rp 120.000 - Rp 320.000,"""10 ml"": 195000; ""20 ml"": 320000; ""5 ml"": 120000",https://www.sociolla.com/face-oil/55172-acne-treatment-face-oil,2022-12-27T15:48:04.930Z,Face Oil,Skincare; Moisturizer; Face Oil,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.5718220338983055,1180,"""star_effectiveness"": 4.605084745762712; ""star_packaging"": 4.736440677966102; ""star_texture"": 4.6525423728813555; ""star_value_for_money"": 4.293220338983051",1114,174,64,942,5914,220000
Biobeautylab,Luxurious Face Oil,83513,60,Rp 120.000 - Rp 320.000,"""20 ml"": 320000; ""10 ml"": 195000; ""5 ml"": 120000",https://www.sociolla.com/face-oil/55171-luxurious-face-oil,2022-05-20T06:52:43.202Z,Face Oil,Skincare; Moisturizer; Face Oil,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.673053527980535,2466,"""star_effectiveness"": 4.736415247364152; ""star_packaging"": 4.792781832927818; ""star_texture"": 4.774128142741281; ""star_value_for_money"": 4.388888888888889",2401,288,69,2109,14664,220000
Biobeautylab,Potent-C Power Serum,100212,40,Rp 125.000 - Rp 235.000,"""30ml"": 235000; ""15ml"": 125000",https://www.sociolla.com/face-serum/71870-potent-c-power-serum,2022-11-08T10:36:57.504Z,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.643203883495145,206,"""star_effectiveness"": 4.640776699029126; ""star_packaging"": 4.718446601941747; ""star_texture"": 4.70873786407767; ""star_value_for_money"": 4.504854368932039",201,40,8,158,838,180000
Biobeautylab,gentle retinol & peptide,100057,40,Rp 125.000 - Rp 235.000,"""30 ml"": 235000; ""15 ml"": 125000",https://www.sociolla.com/face-serum/71715-gentle-retinol-and-peptide,2022-11-08T10:36:29.866Z,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.704379562043795,137,"""star_effectiveness"": 4.693430656934306; ""star_packaging"": 4.795620437956204; ""star_texture"": 4.795620437956204; ""star_value_for_money"": 4.532846715328467",130,27,8,102,1093,180000
Biobeautylab,Blemish and Pore Clearing Toner,105118,30,Rp 185.000,"""150ml"": 185000",https://www.sociolla.com/toner/76776-blemish-and-pore-clearing-toner,2023-07-12T03:05:10.271Z,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.726190476190476,21,"""star_effectiveness"": 4.761904761904762; ""star_packaging"": 4.761904761904762; ""star_texture"": 4.809523809523809; ""star_value_for_money"": 4.571428571428571",21,3,0,18,220,185000
Biobeautylab,Phyto Power Essence,86621,50,Rp 150.000 - Rp 280.000,"""50 ml"": 280000; ""25 ml"": 150000",https://www.sociolla.com/essence/58279-phyto-power-essence,2022-09-06T10:18:29.085Z,Essence,Skincare; Treatment; Essence,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.66837899543379,438,"""star_effectiveness"": 4.668949771689498; ""star_packaging"": 4.762557077625571; ""star_texture"": 4.844748858447488; ""star_value_for_money"": 4.397260273972603",422,64,15,359,3903,215000
Biobeautylab,Bio Beauty Lab Acne Treatment Face Oil Twinpack - 10 ml,85749,70,Rp 390.000,,https://www.sociolla.com/face-oil/57407-bio-beauty-lab-acne-treatment-face-oil-twinpack-10-ml,2023-07-03T10:03:37.526Z,Face Oil,Skincare; Moisturizer; Face Oil,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.75,1,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 4",1,0,0,1,106,390000
Biobeautylab,Bio Beauty Lab Face Oil Complete Set - 10 ml,85740,70,Rp 390.000,,https://www.sociolla.com/face-oil/57398-bio-beauty-lab-face-oil-complete-set-10-ml,2022-10-10T03:39:44.925Z,Face Oil,Skincare; Moisturizer; Face Oil,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.5,2,"""star_effectiveness"": 4.5; ""star_packaging"": 4.5; ""star_texture"": 4.5; ""star_value_for_money"": 4.5",2,1,0,1,806,390000
Biobeautylab,Bio Beauty Lab Luxurious Face Oil Twinpack - 10 ml,85745,70,Rp 390.000,,https://www.sociolla.com/face-oil/57403-bio-beauty-lab-luxurious-face-oil-twinpack-10-ml,2023-07-03T10:02:54.185Z,Face Oil,Skincare; Moisturizer; Face Oil,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,1,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",1,0,0,1,298,390000
Biooil,Bio-Oil,2409,70,Rp 76.000 - Rp 355.000,"""25 ml"": 76000; ""60 ml"": 152000; ""125 ml"": 254000; ""200 ml"": 355000",https://www.sociolla.com/cellulite-stretch-marks/8389-bio-oil,2022-05-01T23:38:25.236Z,Body Care,Body Oil; Bath & Body; Body Care,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.383902077151335,6042,"""star_effectiveness"": 4.359545004945598; ""star_packaging"": 4.535443455324761; ""star_texture"": 4.484338938344873; ""star_value_for_money"": 4.156280909990109",5684,1521,479,4066,7581,215500
Biooil,Dry Skin Gel  50ml,36113,10,Rp 89.000,"""50 ml"": 89000",https://www.sociolla.com/cellulite-stretch-marks/14592-dry-skin-gel-50ml,2022-05-01T23:23:39.945Z,Face Serum,Bath & Body; Body Care; Body Lotion / Body Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.59253640776699,824,"""star_effectiveness"": 4.669902912621359; ""star_packaging"": 4.586165048543689; ""star_texture"": 4.617718446601942; ""star_value_for_money"": 4.496359223300971",788,182,42,600,1192,89000
Biooil,Dry Skin Gel  200ml,36110,50,Rp 254.000,"""200 ml"": 254000",https://www.sociolla.com/body-treatment/14590-dry-skin-gel-200ml,,Face Serum,Bath & Body; Body Care; Body Lotion / Body Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.605263157894737,57,"""star_effectiveness"": 4.7368421052631575; ""star_packaging"": 4.543859649122807; ""star_texture"": 4.56140350877193; ""star_value_for_money"": 4.578947368421052",55,8,3,46,488,254000
Biooil,Dry Skin Gel 100ml,36111,30,Rp 152.000,"""100 ml"": 152000",https://www.sociolla.com/body-care/14591-dry-skin-gel-100ml,2022-05-25T08:35:54.494Z,Face Serum,Bath & Body; Body Care; Body Lotion / Body Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.434684684684685,111,"""star_effectiveness"": 4.684684684684685; ""star_packaging"": 4.2792792792792795; ""star_texture"": 4.423423423423423; ""star_value_for_money"": 4.351351351351352",106,28,9,74,260,152000
Bioessence,Bio Gold Radiance Cleanser,33751,10,Rp 71.500,"""100 gr"": 71500",https://www.sociolla.com/face-wash/10695-bio-gold-radiance-cleanser,,Face Wash,Skincare; Cleanser; Face Wash,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.512237762237762,143,"""star_effectiveness"": 4.370629370629371; ""star_packaging"": 4.573426573426573; ""star_texture"": 4.601398601398602; ""star_value_for_money"": 4.503496503496503",133,32,13,98,402,71500
Bioessence,Bio Gold Night Cream,33756,70,Rp 351.500,"""40 gr"": 351500",https://www.sociolla.com/face-cream-lotion/10699-bio-gold-night-cream,,Face Cream,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.470588235294118,34,"""star_effectiveness"": 4.411764705882353; ""star_packaging"": 4.5588235294117645; ""star_texture"": 4.676470588235294; ""star_value_for_money"": 4.235294117647059",31,9,2,23,199,351500
Bioessence,Bio Gold Golden Ratio Double Serum,33757,80,Rp 441.000,"""36 ml"": 441000",https://www.sociolla.com/face-serum/10700-bio-gold-golden-ratio-double-serum,,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.420454545454546,20,"""star_effectiveness"": 4.5; ""star_packaging"": 4.636363636363637; ""star_texture"": 4.545454545454546; ""star_value_for_money"": 4",17,5,4,13,100,441000
Bioessence,Bio White Advanced Whitening Serum,23593,50,Rp 294.000,,https://www.sociolla.com/face-serum/10742-bio-white-advanced-whitening-serum,,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.220833333333333,58,"""star_effectiveness"": 4.2; ""star_packaging"": 4.383333333333334; ""star_texture"": 4.4; ""star_value_for_money"": 3.9",54,22,7,31,156,294000
Bioessence,Bio Renew Nourishing Toner,34690,30,Rp 188.000,"""100 ml"": 188000",https://www.sociolla.com/toner/13000-bio-renew-nourishing-toner,2023-08-29T08:50:48.537Z,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.631944444444445,34,"""star_effectiveness"": 4.666666666666667; ""star_packaging"": 4.583333333333333; ""star_texture"": 4.75; ""star_value_for_money"": 4.527777777777778",35,9,1,26,99,188000
Bioessence,Bio Gold Eye Power Illuminator,33753,70,Rp 351.500,"""17 gr"": 351500",https://www.sociolla.com/eye-care/10697-bio-gold-eye-power-illuminator,,Face Serum,Skincare; Eye Care; Eye Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.637931034482759,27,"""star_effectiveness"": 4.482758620689655; ""star_packaging"": 4.862068965517241; ""star_texture"": 4.827586206896552; ""star_value_for_money"": 4.379310344827586",27,4,3,22,218,351500
Bioessence,Bio Treasure  Korea Bamboo Acne Treatment Gel Cleanser,92812,10,Rp 81.000,,https://www.sociolla.com/cleansing-gel/64470-bio-treasure-korea-bamboo-acne-treatment-gel-cleanser,2022-10-07T09:47:19.170Z,Cleansing Gel,Skincare; Cleanser; Cleansing Gel,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.9,3,"""star_effectiveness"": 4.8; ""star_packaging"": 4.8; ""star_texture"": 5; ""star_value_for_money"": 5",5,1,0,4,27,81000
Bioessence,Bio-Treasure Japanese Cherry Blossom Brightening Face Wash,90190,10,Rp 84.500,,https://www.sociolla.com/face-wash/61848-bio-treasure-japanese-cherry-blossom-brightening-face-wash-150g,,Face Wash,Skincare; Cleanser; Face Wash,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.708333333333334,4,"""star_effectiveness"": 4.833333333333333; ""star_packaging"": 4.666666666666667; ""star_texture"": 4.666666666666667; ""star_value_for_money"": 4.666666666666667",6,1,0,5,54,84500
Bioessence,Bio Essence - Bio Water B5 HYDRATING TONER,35511,40,Rp 222.500,"""150ml"": 222500",https://www.sociolla.com/toner/13632-new-bio-water-moist-in-water-lotion,,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.703703703703704,25,"""star_effectiveness"": 4.814814814814815; ""star_packaging"": 4.851851851851852; ""star_texture"": 4.851851851851852; ""star_value_for_money"": 4.296296296296297",26,3,1,23,122,222500
Bioessence,Bio Essence - Bio Water B5 ACNE GEL 15,95606,20,Rp 140.000,"""15 g"": 140000",https://www.sociolla.com/acne-treatment-sealing-gel-cream/67264-bio-essence-bio-water-b5-acne-gel-15,2022-08-26T02:26:03.140Z,Acne Treatment  Sealing Gel  C,Skincare; Treatment; Acne Treatment / Sealing gel / Cream,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,1,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",3,0,0,3,15,140000
Bioessence,Bio Essence - Bio Water B5 PORE MINIMIZER SERUM,95598,50,Rp 257.500,"""30ml"": 257500",https://www.sociolla.com/face-serum/67256-bio-essence-bio-water-b5-pore-minimizer-serum,2022-05-24T10:38:29.743Z,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.75,2,"""star_effectiveness"": 4.75; ""star_packaging"": 4.75; ""star_texture"": 4.75; ""star_value_for_money"": 4.75",4,1,0,3,36,257500
Bioessence,Bio Gold Gold Water,33752,70,Rp 116.500 - Rp 351.500,"""100 ml"": 351500; ""30 ml"": 116500",https://www.sociolla.com/essence/10696-bio-gold-gold-water,2022-08-26T02:26:58.249Z,Essence,Skincare; Treatment; Essence,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.459478021978022,361,"""star_effectiveness"": 4.431318681318682; ""star_packaging"": 4.554945054945055; ""star_texture"": 4.642857142857143; ""star_value_for_money"": 4.208791208791209",338,95,39,230,642,234000
