brand_name,product_name,product_id,beauty_point_earned,price_range,price_by_combinations,url,active_date,default_category,categories,rating_types_str,average_rating,total_reviews,average_rating_by_types,total_recommended_count,total_repurchase_maybe_count,total_repurchase_no_count,total_repurchase_yes_count,total_in_wishlist,price_numeric
Abib,Heartleaf Essence Calming Pump,91887,70,Rp 380.000,"""50ml"": 380000",https://www.sociolla.com/essence/63545-heartleaf-essence-calming-pump,,Essence,Skincare; Treatment; Essence,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.775,8,"""star_effectiveness"": 4.6; ""star_packaging"": 4.8; ""star_texture"": 5; ""star_value_for_money"": 4.7",8,4,0,6,328,380000
Abib,Quick Sunstick Protection Bar,91207,80,Rp 400.000,"""22g"": 400000",https://www.sociolla.com/sunscreen/62865-quick-sunstick-protection-bar,2023-01-03T10:31:35.314Z,Sunscreen,Skincare; Sun Care; Sunscreen,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.666666666666666,17,"""star_effectiveness"": 4.833333333333333; ""star_packaging"": 4.888888888888889; ""star_texture"": 4.722222222222222; ""star_value_for_money"": 4.222222222222222",17,2,0,16,786,400000
Abib,Yuja Essence Vitalizing Pump,91209,70,Rp 380.000,"""50ml"": 380000",https://www.sociolla.com/essence/62867-yuja-essence-vitalizing-pump,,Essence,Skincare; Treatment; Essence,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.607142857142858,5,"""star_effectiveness"": 4.285714285714286; ""star_packaging"": 4.857142857142857; ""star_texture"": 4.714285714285714; ""star_value_for_money"": 4.571428571428571",7,2,1,4,303,380000
Abib,Heartleaf Spot Pad Calming Touch,91204,70,Rp 360.000,,https://www.sociolla.com/skin-care-set/62862-heartleaf-spot-pad-calming-touch,2023-03-20T09:13:53.407Z,Skin Care Set,Skincare; Skin Care Set,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.694444444444445,16,"""star_effectiveness"": 4.5; ""star_packaging"": 4.888888888888889; ""star_texture"": 4.833333333333333; ""star_value_for_money"": 4.555555555555555",16,4,2,12,614,360000
Abib,Heartleaf Calming Toner Skin Booster,91206,60,Rp 80.000 - Rp 330.000,,https://www.sociolla.com/toner/62864-heartleaf-calming-toner-skin-booster,2023-08-07T09:44:48.438Z,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.575,18,"""star_effectiveness"": 4.55; ""star_packaging"": 4.75; ""star_texture"": 4.65; ""star_value_for_money"": 4.35",18,7,1,12,401,205000
Abib,Heartleaf Sun Essence Calming Drop,91895,70,Rp 390.000,"""50ml"": 390000",https://www.sociolla.com/essence/63553-heartleaf-sun-essence-calming-drop,2023-10-04T11:29:23.435Z,Essence,Skincare; Treatment; Essence,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.84375,6,"""star_effectiveness"": 5; ""star_packaging"": 4.75; ""star_texture"": 4.875; ""star_value_for_money"": 4.75",8,0,0,8,215,390000
Abib,Gummy Sheet Mask Milk Sticker,91194,10,Rp 56.000,"""30ml"": 56000",https://www.sociolla.com/sheet-mask/62852-gummy-sheet-mask-milk-sticker,2023-08-11T07:48:24.187Z,Sheet Mask,Skincare; Face Mask; Sheet Mask,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.916666666666667,5,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 4.666666666666667",6,0,0,6,259,56000
Abib,Jericho Rose Creme Nutrition Tube,98624,90,Rp 490.000,"""75 ml"": 490000",https://www.sociolla.com/face-cream-lotion/70282-jericho-rose-creme-nutrition-tube,2022-10-06T09:18:38.979Z,Face Cream,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,1,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",3,0,0,3,108,490000
Abib,Rebalancing Emulsion Skin Booster,91886,80,Rp 430.000,"""200ml"": 430000",https://www.sociolla.com/face-cream-lotion/63544-rebalancing-emulsion-skin-booster,,Face Cream,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.875,2,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 4.5",4,1,0,3,167,430000
Abib,Rebalancing Toner Skin Booster,91885,80,Rp 420.000,"""200ml"": 420000",https://www.sociolla.com/toner/63543-rebalancing-toner-skin-booster,,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,0,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",2,0,0,2,161,420000
Abib,Heartleaf Facial Mist Calming Spray Set,106156,60,Rp 310.000,,https://www.sociolla.com/toner/77814-heartleaf-facial-mist-calming-spray-set,2023-09-11T09:44:24.049Z,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.666666666666667,3,"""star_effectiveness"": 4; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 4.666666666666667",3,2,0,1,64,310000
Abib,Gummy Sheet Mask Heartleaf Sticker,91195,10,Rp 56.000,"""27ml"": 56000",https://www.sociolla.com/sheet-mask/62853-gummy-sheet-mask-heartleaf-sticker,2023-08-11T04:11:05.190Z,Sheet Mask,Skincare; Face Mask; Sheet Mask,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.826923076923077,11,"""star_effectiveness"": 4.846153846153846; ""star_packaging"": 5; ""star_texture"": 4.846153846153846; ""star_value_for_money"": 4.615384615384615",12,1,1,11,300,56000
Abib,Mild Acidic pH sheet Mask Heartleaf Fit,91201,10,Rp 56.000,"""30ml"": 56000",https://www.sociolla.com/sheet-mask/62859-mild-acidic-ph-sheet-mask-heartleaf-fit,2023-08-11T08:13:12.551Z,Sheet Mask,Skincare; Face Mask; Sheet Mask,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.625,14,"""star_effectiveness"": 4.5; ""star_packaging"": 4.875; ""star_texture"": 4.875; ""star_value_for_money"": 4.25",15,3,0,13,333,56000
Abib,Acne Foam Cleanser Heartleaf Foam,91203,40,Rp 230.000,"""150ml"": 230000",https://www.sociolla.com/face-wash/62861-acne-foam-cleanser-heartleaf-foam,2023-09-20T06:54:16.846Z,Face Wash,Skincare; Cleanser; Face Wash,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.875,30,"""star_effectiveness"": 4.8125; ""star_packaging"": 4.9375; ""star_texture"": 4.90625; ""star_value_for_money"": 4.84375",30,4,0,28,330,230000
Abib,Rice Probiotics Overnight Mask Barrier Jelly,98614,70,Rp 390.000,"""80 ml"": 390000",https://www.sociolla.com/wash-off-mask/70272-rice-probiotics-overnight-mask-barrier-jelly,2022-10-06T09:15:22.703Z,Wash Off Mask,Skincare; Face Mask; Wash off Mask,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,1,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",3,0,0,3,47,390000
Abib,Jericho Rose Essence Nutrition Pump,98609,70,Rp 380.000,"""50 ml"": 380000",https://www.sociolla.com/essence/70267-jericho-rose-essence-nutrition-pump,2022-10-06T09:13:39.877Z,Essence,Skincare; Treatment; Essence,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,1,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",3,0,0,3,85,380000
Abib,Protective Lip Balm Block Stick,98611,30,Rp 160.000,,https://www.sociolla.com/skincare/70269-protective-lip-balm-block-stick,2022-10-06T09:14:55.122Z,Lip Balm,Skincare; Lip Care; Lip Balm,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.78125,6,"""star_effectiveness"": 4.75; ""star_packaging"": 5; ""star_texture"": 4.75; ""star_value_for_money"": 4.625",7,0,1,7,285,160000
Abib,Pine Needle Pore Pad Clear Touch,91889,60,Rp 340.000,"""145ml"": 340000",https://www.sociolla.com/toner/63547-pine-needle-pore-pad-clear-touch,,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.857142857142858,5,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 4.714285714285714; ""star_value_for_money"": 4.714285714285714",7,0,0,7,465,340000
Abib,Mild Acidic pH Sheet Mask Yuja Fit,91199,10,Rp 56.000,"""30ml"": 56000",https://www.sociolla.com/sheet-mask/62857-mild-acidic-ph-sheet-mask-yuja-fit,2023-08-10T04:38:13.905Z,Sheet Mask,Skincare; Face Mask; Sheet Mask,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.791666666666666,4,"""star_effectiveness"": 4.833333333333333; ""star_packaging"": 5; ""star_texture"": 4.833333333333333; ""star_value_for_money"": 4.5",6,0,0,6,258,56000
Abib,Mild Acidic pH Sheet Mask Jericho Rose Fit  (single),98599,10,Rp 56.000,"""30ml"": 56000",https://www.sociolla.com/sheet-mask/70257-mild-acidic-ph-sheet-mask-jericho-rose-fit-single,2022-10-06T09:13:01.056Z,Sheet Mask,Skincare; Face Mask; Sheet Mask,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.958333333333333,4,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 4.833333333333333",6,0,0,6,204,56000
Abib,Yuja Probiotics Blemish Pad Vitalizing Touch,91893,70,Rp 360.000,"""140ml"": 360000",https://www.sociolla.com/toner/63551-yuja-probiotics-blemish-pad-vitalizing-touch,,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.583333333333333,2,"""star_effectiveness"": 4.666666666666667; ""star_packaging"": 5; ""star_texture"": 4.333333333333333; ""star_value_for_money"": 4.333333333333333",2,1,0,2,101,360000
Acwell,Licorice pH Balancing Cleansing Toner,21291,30,Rp 165.000,"""150 ml"": 165000",https://www.sociolla.com/toner/15871-licorice-ph-balancing-cleansing-toner,2023-02-09T02:43:18.398Z,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.635697764070933,1297,"""star_effectiveness"": 4.582883577486507; ""star_packaging"": 4.657671549730146; ""star_texture"": 4.711642251349268; ""star_value_for_money"": 4.59059367771781",1224,222,85,990,4708,165000
Acwell,Real Aqua Balancing Cream,90792,60,Rp 340.000,"""50 ml    "": 340000",https://www.sociolla.com/face-cream-lotion/62450-real-aqua-balancing-cream,2023-09-14T06:18:26.300Z,Face Cream,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.7142857142857135,26,"""star_effectiveness"": 4.714285714285714; ""star_packaging"": 4.821428571428571; ""star_texture"": 4.892857142857143; ""star_value_for_money"": 4.428571428571429",28,5,0,23,128,340000
Acwell,pH Balancing Bubble Free Cleansing Gel,90795,40,Rp 212.000,"""160 ml"": 212000",https://www.sociolla.com/cleansing-gel/62453-ph-balancing-bubble-free-cleansing-gel,2023-07-11T08:15:43.032Z,Cleansing Gel,Skincare; Cleanser; Cleansing Gel,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.573170731707317,39,"""star_effectiveness"": 4.512195121951219; ""star_packaging"": 4.902439024390244; ""star_texture"": 4.7073170731707314; ""star_value_for_money"": 4.170731707317073",36,7,7,27,181,212000
Acwell,pH Balancing Soothing Cleansing Foam,90794,40,Rp 202.000,"""150 ml"": 202000",https://www.sociolla.com/face-wash/62452-ph-balancing-soothing-cleansing-foam,2023-07-11T08:20:19.487Z,Face Wash,Skincare; Cleanser; Face Wash,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.815789473684211,17,"""star_effectiveness"": 4.842105263157895; ""star_packaging"": 4.894736842105263; ""star_texture"": 4.7894736842105265; ""star_value_for_money"": 4.7368421052631575",19,3,0,16,123,202000
Acwell,Licorice pH Balancing Advance Serum,82363,40,Rp 220.000,"""30 ml"": 220000",https://www.sociolla.com/face-serum/54021-licorice-ph-balancing-advance-serum,2023-09-14T04:08:16.071Z,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.577702702702703,145,"""star_effectiveness"": 4.472972972972973; ""star_packaging"": 4.72972972972973; ""star_texture"": 4.70945945945946; ""star_value_for_money"": 4.398648648648648",133,27,20,101,666,220000
Acwell,Licorice pH Balancing Essence Mist,63246,40,Rp 229.000,"""100 ml"": 229000",https://www.sociolla.com/essence/38023-licorice-ph-balancing-essence-mist,2023-09-15T06:36:07.372Z,Essence,Skincare; Treatment; Essence,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.627840909090909,86,"""star_effectiveness"": 4.534090909090909; ""star_packaging"": 4.7272727272727275; ""star_texture"": 4.738636363636363; ""star_value_for_money"": 4.511363636363637",83,20,4,64,474,229000
Acwell,Licorice pH Balancing Essential Cream,99997,60,Rp 320.000,,https://www.sociolla.com/face-cream-lotion/71655-licorice-ph-balancing-essential-cream,2023-02-06T03:07:14.119Z,Face Cream,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.818181818181818,9,"""star_effectiveness"": 5; ""star_packaging"": 4.909090909090909; ""star_texture"": 4.7272727272727275; ""star_value_for_money"": 4.636363636363637",11,0,0,11,88,320000
Acwell,Licorice pH Balancing Intensive Eye Cream,82362,50,Rp 289.000,"""30 ml"": 289000",https://www.sociolla.com/eye-cream/54020-licorice-ph-balancing-intensive-eye-cream,2023-09-14T04:07:27.460Z,Eye Cream,Skincare; Eye Care; Eye Cream,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.591346153846154,50,"""star_effectiveness"": 4.461538461538462; ""star_packaging"": 4.788461538461538; ""star_texture"": 4.6923076923076925; ""star_value_for_money"": 4.423076923076923",49,15,3,34,415,289000
Acwell,Real Aqua Balancing Lotion,90791,50,Rp 290.000,"""140 ml"": 290000",https://www.sociolla.com/face-cream-lotion/62449-real-aqua-balancing-lotion,2023-09-14T06:15:50.441Z,Face Cream,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.6764705882352935,15,"""star_effectiveness"": 4.764705882352941; ""star_packaging"": 4.529411764705882; ""star_texture"": 4.9411764705882355; ""star_value_for_money"": 4.470588235294118",17,4,0,13,56,290000
Acwell,Real Aqua Balancing Ampoule,90793,60,Rp 300.000,"""35 ml"": 300000",https://www.sociolla.com/ampoule/62451-real-aqua-balancing-ampoule,2023-09-14T06:21:47.742Z,Ampoule,Skincare; Treatment; Ampoule,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.931818181818182,9,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 4.909090909090909; ""star_value_for_money"": 4.818181818181818",11,1,0,10,18,300000
Acwell,Real Aqua Balancing Toner,85742,50,Rp 290.000,"""Non Specify"": 290000",https://www.sociolla.com/toner/57400-acwell-real-aqua-balancing-toner-160ml,2023-09-14T04:25:54.323Z,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.75,11,"""star_effectiveness"": 4.846153846153846; ""star_packaging"": 4.769230769230769; ""star_texture"": 4.923076923076923; ""star_value_for_money"": 4.461538461538462",13,3,0,10,-205,290000
Adaracosmetics,Noni Glow Conentrate,104991,20,Rp 106.500,,https://www.sociolla.com/face-oil/76649-noni-glow-conentrate,,Face Oil,Skincare; Moisturizer; Face Oil,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,2,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",2,0,0,2,13,106500
Adaracosmetics,ADARA - Diamond Glycolic All In One Moisturizer,105056,20,Rp 103.000,""" 30gr "": 103000",https://www.sociolla.com/face-gel/76714-adara-diamond-glycolic-all-in-one-moisturizer,,Face Gel,Skincare; Moisturizer; Face Gel,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,2,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",2,0,0,2,18,103000
Adaracosmetics,Bee Clear Acne Regular,104993,0,Rp 45.000,"""10ml"": 45000",https://www.sociolla.com/acne-treatment-sealing-gel-cream/76651-bee-clear-acne-regular,2023-12-01T07:21:56.118Z,Acne Treatment  Sealing Gel  C,Skincare; Treatment; Acne Treatment / Sealing gel / Cream,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.95,10,"""star_effectiveness"": 5; ""star_packaging"": 4.9; ""star_texture"": 4.9; ""star_value_for_money"": 5",10,0,0,10,40,45000
Adaracosmetics,ADARA - Diamond Glycolic Serum Instabirght,105055,10,Rp 99.000,,https://www.sociolla.com/face-serum/76713-adara-diamond-glycolic-serum-instabirght,,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,3,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",3,0,0,3,14,99000
Adaracosmetics,Overnight Skinpair Concentrate,104992,10,Rp 99.000,,https://www.sociolla.com/face-serum/76650-overnight-skinpair-concentrate,,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,2,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",2,0,0,2,5,99000
Adaracosmetics,PMS Ceramide Pudding,104998,20,Rp 103.000,"""30gr"": 103000",https://www.sociolla.com/face-cream-lotion/76656-pms-ceramide-pudding,,Face Cream,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.833333333333333,6,"""star_effectiveness"": 4.833333333333333; ""star_packaging"": 4.833333333333333; ""star_texture"": 4.833333333333333; ""star_value_for_money"": 4.833333333333333",6,1,0,5,64,103000
Adaracosmetics,ADARA - Spot Eraser 2 in 1 Concealer,105054,0,Rp 48.000 - Rp 48.500,"""Marshmallow"": 48000; ""Vanilla Latte"": 48000; ""Berry Milkshake"": 48000",https://www.sociolla.com/concealer/76712-adara-spot-eraser-2-in-1-concealer,2023-10-03T08:35:23.024Z,Concealer,Makeup; Face; Concealer,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,4.363636363636364,11,"""star_long_wear"": 4.181818181818182; ""star_packaging"": 4.818181818181818; ""star_pigmentation"": 3.909090909090909; ""star_texture"": 4.545454545454546; ""star_value_for_money"": 4.363636363636363",9,3,3,5,93,48250
Adaracosmetics,Bee Clear Acne Treatment Extra Formula,104994,10,Rp 52.000,"""10ml"": 52000",https://www.sociolla.com/acne-treatment-sealing-gel-cream/76652-bee-clear-acne-treatment-extra-formula,2023-12-01T07:19:23.597Z,Acne Treatment  Sealing Gel  C,Skincare; Treatment; Acne Treatment / Sealing gel / Cream,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.852272727272727,22,"""star_effectiveness"": 4.863636363636363; ""star_packaging"": 4.863636363636363; ""star_texture"": 4.863636363636363; ""star_value_for_money"": 4.818181818181818",21,1,1,20,76,52000
Adaracosmetics,C Bright Serum,104990,20,Rp 107.500,,https://www.sociolla.com/face-serum/76648-c-bright-serum,,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,3,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",3,0,0,3,17,107500
Adaracosmetics,Bee White Spotless Cream,105007,20,Rp 126.500,,https://www.sociolla.com/acne-treatment-sealing-gel-cream/76665-bee-white-spotless-cream,,Acne Treatment  Sealing Gel  C,Skincare; Treatment; Acne Treatment / Sealing gel / Cream,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.5,4,"""star_effectiveness"": 4.5; ""star_packaging"": 4.75; ""star_texture"": 4.5; ""star_value_for_money"": 4.25",4,1,0,3,20,126500
Adaracosmetics,Bee White Eye Do Care,105000,20,Rp 116.000,"""20gr"": 116000",https://www.sociolla.com/eye-cream/76658-bee-white-eye-do-care,,Eye Cream,Skincare; Eye Care; Eye Cream,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.785714285714286,7,"""star_effectiveness"": 4.714285714285714; ""star_packaging"": 4.714285714285714; ""star_texture"": 5; ""star_value_for_money"": 4.714285714285714",7,1,0,6,37,116000
Adaracosmetics,Bee White Foam Cleanser,104999,10,Rp 93.000,"""100gr"": 93000",https://www.sociolla.com/face-wash/76657-bee-white-foam-cleanser,,Face Wash,Skincare; Cleanser; Face Wash,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.375,2,"""star_effectiveness"": 4.5; ""star_packaging"": 4; ""star_texture"": 4.5; ""star_value_for_money"": 4.5",2,1,0,1,8,93000
Adaracosmetics,P.M.S Series Clarifying Toner,104997,10,Rp 74.500,"""100ml"": 74500",https://www.sociolla.com/toner/76655-p-m-s-series-clarifying-toner,2023-12-01T07:23:06.146Z,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,2,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",2,0,0,2,60,74500
Adaracosmetics,P.M.S Series Stay Clear Enzyme Wash,104996,10,Rp 61.000,"""100gr"": 61000",https://www.sociolla.com/face-wash/76654-p-m-s-series-stay-clear-enzyme-wash,,Face Wash,Skincare; Cleanser; Face Wash,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.865384615384615,13,"""star_effectiveness"": 4.846153846153846; ""star_packaging"": 4.846153846153846; ""star_texture"": 4.923076923076923; ""star_value_for_money"": 4.846153846153846",13,0,0,13,13,61000
Adaracosmetics,Bee Clear Acne Concentrate,104995,20,Rp 107.500,,https://www.sociolla.com/face-serum/76653-bee-clear-acne-concentrate,,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,3,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",3,0,0,3,12,107500
Adaracosmetics,Bee White Yogurt Night Dream,105010,20,Rp 120.000,,https://www.sociolla.com/face-cream-lotion/76668-bee-white-yogurt-night-dream,,Face Cream,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,1,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",1,1,0,0,11,120000
Adaracosmetics,Bee White Spotless Gel,105006,20,Rp 126.500,,https://www.sociolla.com/acne-treatment-sealing-gel-cream/76664-bee-white-spotless-gel,,Acne Treatment  Sealing Gel  C,Skincare; Treatment; Acne Treatment / Sealing gel / Cream,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.699999999999999,5,"""star_effectiveness"": 4.6; ""star_packaging"": 4.8; ""star_texture"": 4.8; ""star_value_for_money"": 4.6",5,1,0,4,19,126500
Aerisbeaute,Nudie Blendies - Makeup Sponge,99707,10,Rp 95.000,"""Nudie Daisy"": 95000; ""Nudie Clover"": 95000",https://www.sociolla.com/sponge-applicators/71365-nudie-blendies-makeup-sponge,2022-11-14T06:58:25.928Z,Sponge  Applicators,Accessories; Makeup Brushes; Sponge & Applicators,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,4.694444444444444,15,"""star_durability"": 4.833333333333333; ""star_eficiency"": 4.611111111111111; ""star_packaging"": 4.722222222222222; ""star_value_for_money"": 4.611111111111111",18,1,3,14,494,95000
Aerisbeaute,Cloud Conceal Puff,102712,10,Rp 65.000,"""Orchid Creme"": 65000; ""Orchid Noir"": 65000; ""Lilac Creme"": 65000; ""Lilac Noir"": 65000",https://www.sociolla.com/sponge-applicators/74370-cloud-conceal-puff,2023-03-21T07:44:28.987Z,Sponge  Applicators,Accessories; Makeup Brushes; Sponge & Applicators,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,4.8,25,"""star_durability"": 4.766666666666667; ""star_eficiency"": 4.866666666666666; ""star_packaging"": 4.8; ""star_value_for_money"": 4.766666666666667",30,6,0,24,668,65000
Aerisbeaute,The New Coral Face & Eye Brush Set,75162,70,Rp 379.000,"""Non Specify"": 379000",https://www.sociolla.com/brush-set/28342-the-new-coral-face-and-eye-brush-set,,Brush Set,Accessories; Makeup Brushes; Brush Set,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,4.721590909090909,88,"""star_durability"": 4.715909090909091; ""star_eficiency"": 4.806818181818182; ""star_packaging"": 4.693181818181818; ""star_value_for_money"": 4.670454545454546",86,21,6,61,2484,379000
Aerisbeaute,Triple Duty Powder Puff,100773,10,Rp 65.000 - Rp 69.000,"""Medium - Grey"": 65000; ""Large - Black"": 69000",https://www.sociolla.com/sponge-applicators/72431-triple-duty-powder-puff,2022-12-14T16:22:19.846Z,Sponge  Applicators,Accessories; Makeup Brushes; Sponge & Applicators,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,4.897058823529412,15,"""star_durability"": 4.9411764705882355; ""star_eficiency"": 4.9411764705882355; ""star_packaging"": 4.764705882352941; ""star_value_for_money"": 4.9411764705882355",17,3,0,14,248,67000
Aerisbeaute,Mini Blendie Pill,102710,10,Rp 85.000,"""Caramel"": 85000; ""Sugar"": 85000; ""Onyx"": 85000; ""Coral"": 85000",https://www.sociolla.com/makeup-pouch/74368-mini-blendie-pill,2023-03-21T07:39:57.563Z,Makeup Pouch,Accessories; Others; Makeup Pouch,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,4.931818181818182,5,"""star_durability"": 4.909090909090909; ""star_eficiency"": 4.909090909090909; ""star_packaging"": 5; ""star_value_for_money"": 4.909090909090909",11,1,0,10,-86,85000
Aerisbeaute,The Onyx 2.0 - Individual Brushes X3-Blush,104048,10,Rp 59.000,,https://www.sociolla.com/face-brushes/75706-the-onyx-2-0-individual-brushes-x3-blush,2023-10-12T10:48:17.463Z,Face Brushes,Accessories; Makeup Brushes; Face Brushes,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,5.0,1,"""star_durability"": 5; ""star_eficiency"": 5; ""star_packaging"": 5; ""star_value_for_money"": 5",1,0,0,1,29,59000
Aerisbeaute,The Onyx 2.0 - Individual Brushes X4-Foundation,104050,10,Rp 59.000,,https://www.sociolla.com/face-brushes/75708-the-onyx-2-0-individual-brushes-x4-foundation,2023-10-16T06:27:52.253Z,Face Brushes,Accessories; Makeup Brushes; Face Brushes,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,5.0,2,"""star_durability"": 5; ""star_eficiency"": 5; ""star_packaging"": 5; ""star_value_for_money"": 5",2,0,0,2,11,59000
